Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
30,Male,156051,Master's Degree,Married,0,Rented,High
50,Male,140489,Master's Degree,Married,0,Rented,High
25,Male,48055,High School Diploma,Married,0,Owned,Low
40,Male,193373,Master's Degree,Single,0,Owned,High
35,Female,123672,Bachelor's Degree,Single,0,Owned,High
40,Female,55238,Associate's Degree,Married,2,Rented,Average
40,Male,148417,Master's Degree,Married,0,Rented,High
30,Male,153476,Doctorate,Married,2,Owned,High
35,Female,153140,Doctorate,Single,0,Owned,High
25,Male,81573,Bachelor's Degree,Married,3,Owned,Average
25,Female,101243,Bachelor's Degree,Married,2,Rented,High
50,Female,152692,Bachelor's Degree,Married,1,Owned,High
35,Male,73924,Bachelor's Degree,Single,0,Owned,Average
35,Male,112542,Doctorate,Married,0,Rented,High
35,Female,95553,Bachelor's Degree,Married,2,Rented,Average
40,Female,117283,Doctorate,Married,1,Owned,High
53,Male,190163,Doctorate,Single,0,Owned,High
40,Female,125333,Doctorate,Married,2,Owned,High
30,Female,68421,High School Diploma,Married,3,Owned,Average
30,Male,79809,Bachelor's Degree,Married,2,Owned,Average
25,Male,64992,High School Diploma,Married,0,Rented,Average
53,Male,60489,High School Diploma,Married,0,Owned,Average
25,Female,107084,Bachelor's Degree,Married,2,Owned,High
35,Male,112617,Doctorate,Single,0,Rented,High
25,Male,120448,Doctorate,Married,1,Owned,High
25,Male,103000,Master's Degree,Married,3,Owned,High
30,Female,68886,Associate's Degree,Married,1,Owned,Average
40,Female,172520,Doctorate,Married,3,Rented,High
25,Female,56283,High School Diploma,Married,1,Rented,Average
30,Male,32178,High School Diploma,Married,2,Rented,Low
30,Male,115428,Master's Degree,Married,0,Owned,High
25,Male,139907,Doctorate,Married,3,Owned,High
40,Male,168028,Master's Degree,Married,3,Rented,High
35,Male,120206,Master's Degree,Single,0,Rented,High
40,Male,200500,Doctorate,Single,0,Rented,High
30,Female,46697,High School Diploma,Married,3,Owned,Low
30,Male,189896,Doctorate,Single,0,Owned,High
35,Male,161475,Doctorate,Married,2,Owned,High
30,Male,106741,Master's Degree,Married,2,Owned,High
45,Female,116102,Associate's Degree,Single,0,Rented,High
50,Female,111133,Bachelor's Degree,Married,3,Owned,High
35,Female,175948,Doctorate,Married,0,Rented,High
45,Male,94045,Associate's Degree,Single,0,Owned,Average
50,Female,103946,High School Diploma,Married,1,Owned,High
25,Female,56268,High School Diploma,Single,0,Owned,Average
30,Female,110008,Doctorate,Single,0,Rented,High
25,Female,123729,Master's Degree,Married,0,Owned,High
40,Male,53283,High School Diploma,Married,0,Owned,Average
50,Female,58073,High School Diploma,Married,1,Owned,Average
25,Female,110107,Master's Degree,Married,3,Rented,High
25,Male,56496,Bachelor's Degree,Single,0,Rented,Average
30,Female,109343,Bachelor's Degree,Married,2,Rented,High
40,Male,101813,Bachelor's Degree,Married,0,Owned,High
40,Female,128964,Doctorate,Single,0,Rented,High
30,Female,94389,Bachelor's Degree,Married,3,Owned,Average
25,Male,131033,Doctorate,Married,2,Owned,High
45,Female,121647,Master's Degree,Single,0,Rented,High
35,Female,142433,Doctorate,Single,0,Owned,High
50,Female,124762,Bachelor's Degree,Single,0,Owned,High
35,Male,107900,Master's Degree,Single,0,Owned,High
50,Male,83894,Associate's Degree,Single,0,Rented,Average
25,Female,66505,Bachelor's Degree,Married,3,Owned,Average
40,Female,131050,Doctorate,Married,2,Owned,High
30,Female,113866,Master's Degree,Married,0,Rented,High
25,Male,71800,Bachelor's Degree,Single,0,Owned,Average
45,Female,187114,Doctorate,Single,0,Rented,High
25,Female,157369,Doctorate,Single,0,Rented,High
35,Female,76199,Associate's Degree,Married,0,Owned,Average
45,Male,187347,Master's Degree,Married,3,Owned,High
45,Male,144132,Master's Degree,Married,1,Owned,High
45,Male,143886,Master's Degree,Married,1,Owned,High
40,Male,143621,Bachelor's Degree,Married,1,Owned,High
35,Female,136038,Bachelor's Degree,Married,3,Rented,High
40,Male,48142,High School Diploma,Married,1,Owned,Low
50,Female,180478,Master's Degree,Single,0,Owned,High
25,Female,82369,Associate's Degree,Married,0,Owned,Average
30,Male,107232,Bachelor's Degree,Married,3,Owned,High
50,Female,76039,Associate's Degree,Single,0,Owned,Average
25,Female,119833,Doctorate,Married,3,Rented,High
30,Female,55365,High School Diploma,Single,0,Rented,Average
40,Male,107502,Master's Degree,Married,1,Owned,High
50,Male,82826,High School Diploma,Married,2,Rented,Average
45,Male,162750,Bachelor's Degree,Married,0,Owned,High
50,Male,194108,Doctorate,Single,0,Owned,High
45,Female,149699,Master's Degree,Married,0,Rented,High
30,Male,153382,Master's Degree,Married,1,Owned,High
35,Female,44474,High School Diploma,Married,3,Owned,Low
53,Female,186909,Master's Degree,Married,1,Owned,High
50,Female,98816,Associate's Degree,Married,3,Rented,Average
25,Female,129088,Doctorate,Married,2,Owned,High
25,Female,31726,High School Diploma,Single,0,Rented,Low
40,Female,115963,Bachelor's Degree,Single,0,Owned,High
30,Female,75720,Associate's Degree,Single,0,Rented,Average
25,Male,70991,Bachelor's Degree,Married,3,Owned,Average
40,Female,137596,Master's Degree,Single,0,Owned,High
25,Male,119984,Bachelor's Degree,Single,0,Owned,High
45,Male,203610,Master's Degree,Single,0,Owned,High
35,Male,124505,Bachelor's Degree,Married,2,Owned,High
45,Female,230286,Doctorate,Single,0,Owned,High
45,Male,186128,Master's Degree,Single,0,Rented,High
50,Male,97117,Associate's Degree,Married,3,Rented,Average
40,Male,110276,Bachelor's Degree,Married,2,Owned,High
40,Male,82098,Associate's Degree,Single,0,Owned,Average
30,Male,73089,High School Diploma,Married,1,Owned,Average
25,Female,51311,Associate's Degree,Married,3,Owned,Average
25,Male,74544,High School Diploma,Married,3,Rented,Average
40,Female,115754,Bachelor's Degree,Married,0,Owned,High
40,Male,109175,Associate's Degree,Married,3,Owned,High
25,Male,64307,Bachelor's Degree,Single,0,Rented,Average
45,Male,132876,Master's Degree,Married,3,Rented,High
35,Female,103170,Master's Degree,Married,1,Owned,High
50,Female,64666,Associate's Degree,Married,1,Owned,Average
50,Male,256830,Doctorate,Married,2,Owned,High
45,Female,185146,Doctorate,Married,2,Rented,High
45,Male,79347,Associate's Degree,Married,1,Rented,Average
40,Female,151384,Doctorate,Married,0,Rented,High
40,Female,33167,High School Diploma,Married,3,Rented,Low
25,Male,98674,Master's Degree,Single,0,Rented,Average
35,Male,91088,Associate's Degree,Single,0,Rented,Average
45,Male,146500,Bachelor's Degree,Single,0,Rented,High
35,Female,34633,High School Diploma,Single,0,Rented,Low
50,Female,153825,Bachelor's Degree,Single,0,Owned,High
25,Male,39134,High School Diploma,Single,0,Rented,Low
40,Male,57389,High School Diploma,Married,2,Owned,Average
30,Female,71942,High School Diploma,Single,0,Rented,Average
40,Female,74033,Associate's Degree,Married,3,Owned,Average
30,Male,116013,Bachelor's Degree,Married,2,Owned,High
30,Male,53565,High School Diploma,Married,3,Owned,Average
30,Female,97471,Bachelor's Degree,Married,0,Owned,Average
53,Female,229540,Master's Degree,Married,1,Owned,High
53,Male,142800,Master's Degree,Married,2,Owned,High
25,Female,117124,Master's Degree,Married,3,Rented,High
53,Female,71673,High School Diploma,Married,1,Rented,Average
25,Female,46462,High School Diploma,Married,0,Owned,Low
30,Male,119010,Bachelor's Degree,Single,0,Rented,High
35,Male,124469,Master's Degree,Married,0,Rented,High
25,Male,118169,Master's Degree,Married,2,Owned,High
25,Female,135249,Master's Degree,Married,1,Owned,High
53,Female,138018,Associate's Degree,Single,0,Rented,High
30,Male,154810,Doctorate,Single,0,Rented,High
30,Male,131343,Bachelor's Degree,Single,0,Owned,High
40,Male,54942,High School Diploma,Married,0,Owned,Average
35,Female,72654,Associate's Degree,Single,0,Rented,Average
50,Female,163514,Master's Degree,Married,2,Owned,High
35,Female,154376,Master's Degree,Married,3,Owned,High
30,Male,108914,Master's Degree,Single,0,Rented,High
30,Female,100854,Doctorate,Married,3,Owned,High
50,Female,191558,Doctorate,Married,2,Rented,High
53,Female,126383,Master's Degree,Married,1,Owned,High
50,Female,60394,High School Diploma,Married,2,Rented,Average
50,Male,48886,High School Diploma,Married,0,Rented,Low
30,Female,119041,Master's Degree,Married,1,Owned,High
30,Female,62900,High School Diploma,Single,0,Rented,Average
30,Female,119777,Master's Degree,Married,2,Owned,High
50,Male,142012,Bachelor's Degree,Married,0,Rented,High
25,Male,62695,Bachelor's Degree,Married,2,Owned,Average
35,Female,111833,Bachelor's Degree,Married,3,Owned,High
25,Female,148010,Master's Degree,Married,0,Owned,High
50,Female,171015,Master's Degree,Single,0,Owned,High
25,Male,62847,High School Diploma,Married,1,Rented,Average
40,Female,205119,Doctorate,Married,3,Owned,High
25,Female,162708,Doctorate,Married,2,Owned,High
50,Female,215517,Doctorate,Married,3,Rented,High
50,Female,166431,Bachelor's Degree,Married,2,Owned,High
25,Female,72302,Associate's Degree,Single,0,Rented,Average
45,Female,217952,Doctorate,Married,0,Owned,High
25,Male,70552,Associate's Degree,Married,0,Owned,Average
30,Male,124072,Bachelor's Degree,Married,0,Owned,High
25,Female,57053,Associate's Degree,Single,0,Owned,Average
30,Female,126393,Bachelor's Degree,Married,2,Owned,High
30,Female,95805,Bachelor's Degree,Single,0,Rented,Average
25,Male,92501,Bachelor's Degree,Married,2,Owned,Average
40,Female,86882,High School Diploma,Married,0,Owned,Average
25,Male,127233,Doctorate,Single,0,Owned,High
25,Female,64456,Associate's Degree,Married,3,Owned,Average
40,Male,148539,Bachelor's Degree,Married,2,Owned,High
35,Male,96875,Master's Degree,Married,2,Owned,Average
35,Female,51525,Associate's Degree,Married,0,Owned,Average
35,Male,69621,High School Diploma,Single,0,Rented,Average
25,Female,92648,Doctorate,Single,0,Rented,Average
35,Female,132447,Bachelor's Degree,Married,1,Owned,High
30,Male,171155,Doctorate,Single,0,Owned,High
25,Male,100587,Master's Degree,Married,3,Rented,High
40,Female,158630,Doctorate,Married,3,Rented,High
53,Female,183237,Bachelor's Degree,Married,0,Rented,High
40,Male,157311,Master's Degree,Single,0,Owned,High
35,Male,179092,Doctorate,Single,0,Rented,High
30,Male,128100,Doctorate,Single,0,Owned,High
30,Female,114915,Master's Degree,Married,1,Rented,High
50,Male,205236,Master's Degree,Married,3,Rented,High
25,Male,145493,Master's Degree,Married,3,Owned,High
40,Female,96717,Bachelor's Degree,Single,0,Owned,Average
25,Female,126371,Doctorate,Married,3,Rented,High
30,Female,138448,Master's Degree,Married,2,Owned,High
25,Male,84038,Associate's Degree,Single,0,Owned,Average
40,Male,181685,Master's Degree,Married,3,Owned,High
45,Female,128110,Doctorate,Married,0,Rented,High
45,Male,62855,High School Diploma,Married,2,Owned,Average
30,Female,116693,Bachelor's Degree,Married,2,Owned,High
35,Female,97532,Bachelor's Degree,Single,0,Owned,Average
45,Male,77400,High School Diploma,Married,3,Rented,Average
45,Female,203174,Doctorate,Married,1,Rented,High
25,Male,118694,Master's Degree,Married,1,Owned,High
45,Female,100258,Bachelor's Degree,Single,0,Rented,High
40,Female,104568,Bachelor's Degree,Single,0,Owned,High
50,Female,50172,High School Diploma,Married,1,Owned,Average
30,Male,149514,Master's Degree,Married,0,Rented,High
30,Male,52026,Associate's Degree,Single,0,Rented,Average
25,Male,58880,Bachelor's Degree,Married,0,Owned,Average
35,Female,70034,High School Diploma,Single,0,Rented,Average
40,Female,84442,Bachelor's Degree,Single,0,Owned,Average
35,Female,91341,Bachelor's Degree,Married,0,Owned,Average
30,Female,154384,Doctorate,Single,0,Rented,High
45,Male,89286,High School Diploma,Married,3,Owned,Average
35,Male,123954,Master's Degree,Married,3,Rented,High
45,Female,186571,Master's Degree,Married,1,Owned,High
35,Female,205339,Doctorate,Single,0,Owned,High
53,Male,103597,High School Diploma,Single,0,Rented,High
40,Female,78239,Associate's Degree,Married,3,Rented,Average
45,Female,41831,High School Diploma,Married,1,Owned,Low
30,Male,138900,Master's Degree,Married,2,Owned,High
30,Male,93138,Master's Degree,Married,2,Owned,Average
53,Male,191656,Bachelor's Degree,Single,0,Owned,High
30,Female,55027,High School Diploma,Married,3,Owned,Average
30,Male,57605,Associate's Degree,Single,0,Owned,Average
40,Male,108845,Master's Degree,Single,0,Rented,High
53,Male,79723,High School Diploma,Married,0,Owned,Average
53,Female,175766,Master's Degree,Married,1,Owned,High
35,Male,44891,High School Diploma,Married,1,Owned,Low
53,Female,98950,Associate's Degree,Married,1,Owned,Average
40,Male,152517,Master's Degree,Married,2,Rented,High
45,Female,83822,Bachelor's Degree,Married,3,Owned,Average
30,Male,124002,Bachelor's Degree,Married,0,Rented,High
25,Male,90869,Master's Degree,Single,0,Rented,Average
35,Female,46805,High School Diploma,Married,3,Rented,Low
45,Male,75194,Associate's Degree,Married,0,Rented,Average
30,Female,116095,Doctorate,Married,3,Owned,High
25,Male,140389,Master's Degree,Married,3,Owned,High
53,Female,153430,Bachelor's Degree,Married,3,Owned,High
45,Female,187353,Master's Degree,Single,0,Rented,High
35,Female,74384,Bachelor's Degree,Married,1,Owned,Average
30,Female,141045,Master's Degree,Single,0,Rented,High
25,Female,62890,Associate's Degree,Married,3,Rented,Average
40,Female,104531,Bachelor's Degree,Married,2,Owned,High
30,Male,106137,Bachelor's Degree,Married,1,Owned,High
30,Male,89398,Bachelor's Degree,Single,0,Owned,Average
45,Male,96232,High School Diploma,Single,0,Owned,Average
50,Male,173997,Doctorate,Married,0,Owned,High
25,Female,115113,Bachelor's Degree,Single,0,Owned,High
35,Male,192709,Doctorate,Single,0,Owned,High
35,Female,79801,Bachelor's Degree,Married,1,Owned,Average
40,Female,76120,Bachelor's Degree,Single,0,Owned,Average
40,Female,172319,Master's Degree,Single,0,Owned,High
40,Male,64119,High School Diploma,Married,1,Owned,Average
25,Male,92911,Bachelor's Degree,Single,0,Rented,Average
45,Female,68067,High School Diploma,Married,0,Owned,Average
30,Male,93965,Associate's Degree,Married,1,Rented,Average
40,Female,95047,Associate's Degree,Married,2,Owned,Average
30,Male,64029,High School Diploma,Single,0,Owned,Average
45,Male,87105,Associate's Degree,Married,3,Owned,Average
50,Female,240428,Doctorate,Single,0,Owned,High
50,Male,108421,High School Diploma,Married,1,Rented,High
40,Female,137408,Master's Degree,Single,0,Rented,High
25,Female,167938,Doctorate,Married,1,Owned,High
40,Male,67675,Associate's Degree,Married,0,Rented,Average
35,Female,99918,Master's Degree,Single,0,Rented,Average
30,Male,125096,Master's Degree,Married,1,Owned,High
45,Male,109787,Bachelor's Degree,Married,2,Owned,High
35,Female,50871,High School Diploma,Married,1,Owned,Average
25,Male,31625,High School Diploma,Single,0,Rented,Low
50,Male,157190,Bachelor's Degree,Single,0,Rented,High
30,Male,113951,Bachelor's Degree,Single,0,Rented,High
25,Male,84269,Bachelor's Degree,Single,0,Owned,Average
30,Female,104361,Master's Degree,Married,1,Owned,High
50,Male,110570,High School Diploma,Single,0,Owned,High
25,Female,112872,Bachelor's Degree,Married,0,Owned,High
30,Female,137506,Doctorate,Married,0,Rented,High
25,Male,113729,Doctorate,Single,0,Owned,High
35,Male,61691,High School Diploma,Single,0,Owned,Average
35,Male,157111,Master's Degree,Married,2,Owned,High
45,Male,162611,Master's Degree,Married,1,Owned,High
25,Female,64980,Associate's Degree,Married,2,Owned,Average
45,Male,156464,Master's Degree,Married,1,Rented,High
50,Male,115788,Bachelor's Degree,Married,3,Owned,High
25,Female,77119,Associate's Degree,Married,3,Rented,Average
25,Male,63062,Bachelor's Degree,Married,3,Owned,Average
35,Male,153165,Doctorate,Married,0,Rented,High
25,Male,76190,Associate's Degree,Single,0,Owned,Average
35,Male,179196,Master's Degree,Married,3,Owned,High
25,Male,56222,High School Diploma,Married,2,Owned,Average
25,Female,151077,Doctorate,Married,1,Owned,High
53,Male,203106,Master's Degree,Married,0,Rented,High
30,Male,89325,Master's Degree,Married,2,Owned,Average
45,Female,75337,High School Diploma,Married,0,Owned,Average
25,Female,100107,Master's Degree,Married,2,Rented,High
45,Male,120514,Associate's Degree,Married,3,Owned,High
50,Male,89530,Bachelor's Degree,Married,2,Owned,Average
30,Female,122085,Bachelor's Degree,Married,3,Owned,High
25,Female,141825,Master's Degree,Single,0,Owned,High
25,Female,48139,Associate's Degree,Single,0,Owned,Low
35,Male,143949,Doctorate,Married,3,Rented,High
53,Male,132580,Master's Degree,Single,0,Rented,High
25,Female,111797,Master's Degree,Single,0,Owned,High
35,Female,81336,Associate's Degree,Single,0,Rented,Average
25,Male,130695,Master's Degree,Single,0,Rented,High
25,Male,101286,Master's Degree,Single,0,Rented,High
35,Female,206622,Doctorate,Single,0,Owned,High
30,Male,91523,Master's Degree,Married,0,Owned,Average
40,Male,107437,Associate's Degree,Married,1,Rented,High
40,Female,107810,Master's Degree,Married,0,Rented,High
35,Female,75103,High School Diploma,Single,0,Owned,Average
35,Female,38258,High School Diploma,Single,0,Rented,Low
30,Male,107632,Bachelor's Degree,Married,2,Owned,High
40,Male,84507,High School Diploma,Married,3,Owned,Average
40,Male,166849,Doctorate,Married,1,Rented,High
30,Male,60785,Bachelor's Degree,Married,3,Owned,Average
35,Male,129319,Bachelor's Degree,Married,2,Owned,High
25,Male,121523,Doctorate,Married,3,Rented,High
35,Female,206709,Doctorate,Single,0,Owned,High
53,Female,206048,Master's Degree,Married,2,Owned,High
30,Male,81223,Bachelor's Degree,Single,0,Rented,Average
50,Female,49984,High School Diploma,Single,0,Owned,Low
30,Male,129942,Master's Degree,Married,0,Owned,High
25,Male,118752,Doctorate,Married,1,Rented,High
50,Female,169868,Bachelor's Degree,Married,2,Rented,High
35,Male,117326,Bachelor's Degree,Married,1,Owned,High
25,Male,108783,Doctorate,Single,0,Owned,High
30,Female,125638,Bachelor's Degree,Single,0,Owned,High
35,Female,116878,Master's Degree,Married,2,Owned,High
40,Female,167278,Master's Degree,Single,0,Rented,High
35,Female,66608,Associate's Degree,Married,0,Owned,Average
50,Male,207854,Doctorate,Married,1,Rented,High
25,Male,109026,Master's Degree,Single,0,Owned,High
25,Male,113025,Bachelor's Degree,Married,3,Rented,High
45,Female,114055,Associate's Degree,Married,1,Rented,High
35,Female,30978,High School Diploma,Married,1,Owned,Low
40,Male,151339,Doctorate,Married,0,Owned,High
40,Female,75239,Associate's Degree,Single,0,Owned,Average
50,Female,83712,Bachelor's Degree,Single,0,Owned,Average
30,Male,98705,Master's Degree,Single,0,Rented,Average
30,Male,71975,High School Diploma,Married,2,Rented,Average
50,Female,137305,Bachelor's Degree,Married,2,Owned,High
45,Male,233196,Doctorate,Married,3,Owned,High
25,Male,114371,Bachelor's Degree,Married,3,Rented,High
30,Male,73293,Bachelor's Degree,Married,1,Rented,Average
45,Female,200684,Master's Degree,Married,2,Rented,High
50,Female,89032,Associate's Degree,Married,0,Owned,Average
40,Female,52187,Associate's Degree,Married,1,Rented,Average
30,Female,132649,Bachelor's Degree,Married,2,Rented,High
30,Male,154501,Master's Degree,Married,2,Rented,High
53,Female,90860,Associate's Degree,Married,1,Owned,Average
53,Male,201483,Doctorate,Married,0,Rented,High
35,Male,49795,Associate's Degree,Married,0,Rented,Low
25,Female,89398,Bachelor's Degree,Single,0,Owned,Average
25,Female,55042,High School Diploma,Married,2,Owned,Average
35,Male,78249,High School Diploma,Married,0,Owned,Average
45,Female,192573,Master's Degree,Single,0,Rented,High
30,Male,60585,Bachelor's Degree,Married,1,Rented,Average
50,Male,239229,Doctorate,Married,1,Rented,High
53,Male,127498,Bachelor's Degree,Single,0,Owned,High
30,Male,138549,Master's Degree,Married,1,Rented,High
53,Female,146930,Master's Degree,Single,0,Rented,High
35,Female,157850,Master's Degree,Married,1,Owned,High
53,Male,164042,Bachelor's Degree,Married,0,Rented,High
45,Female,120370,Master's Degree,Married,2,Rented,High
45,Female,178810,Doctorate,Married,0,Owned,High
30,Female,154727,Doctorate,Married,2,Owned,High
50,Male,119934,Bachelor's Degree,Single,0,Rented,High
25,Female,94246,Master's Degree,Married,2,Rented,Average
35,Female,87880,Bachelor's Degree,Single,0,Owned,Average
50,Female,159480,Bachelor's Degree,Married,0,Rented,High
40,Male,89052,Associate's Degree,Married,1,Rented,Average
45,Male,149505,Bachelor's Degree,Married,3,Owned,High
40,Male,96083,Bachelor's Degree,Married,2,Owned,Average
35,Male,97713,Bachelor's Degree,Married,0,Owned,Average
25,Female,116008,Bachelor's Degree,Married,1,Owned,High
53,Female,170627,Bachelor's Degree,Married,0,Rented,High
35,Male,87707,Associate's Degree,Single,0,Owned,Average
35,Male,164895,Master's Degree,Single,0,Owned,High
35,Female,78766,Associate's Degree,Single,0,Rented,Average
35,Female,89655,Bachelor's Degree,Single,0,Owned,Average
25,Female,117779,Master's Degree,Married,1,Rented,High
25,Female,73821,Associate's Degree,Married,0,Rented,Average
50,Female,141162,Bachelor's Degree,Single,0,Owned,High
30,Male,51156,Associate's Degree,Married,2,Owned,Average
45,Female,193518,Doctorate,Single,0,Owned,High
50,Male,120578,Master's Degree,Married,1,Rented,High
25,Female,113113,Master's Degree,Single,0,Rented,High
35,Male,84531,High School Diploma,Single,0,Owned,Average
25,Male,146857,Master's Degree,Married,2,Owned,High
40,Male,43507,High School Diploma,Married,2,Owned,Low
40,Female,161568,Bachelor's Degree,Married,0,Owned,High
45,Male,196574,Doctorate,Married,2,Rented,High
50,Male,80440,High School Diploma,Married,1,Owned,Average
35,Female,177863,Doctorate,Married,0,Rented,High
45,Male,67305,Associate's Degree,Married,3,Rented,Average
50,Male,151915,Bachelor's Degree,Married,2,Rented,High
30,Male,119929,Bachelor's Degree,Married,2,Rented,High
25,Male,73885,Associate's Degree,Married,3,Rented,Average
35,Male,119042,Master's Degree,Married,1,Owned,High
40,Female,154280,Master's Degree,Married,1,Rented,High
30,Male,120334,Doctorate,Married,2,Rented,High
50,Male,89530,High School Diploma,Single,0,Rented,Average
35,Male,106703,Master's Degree,Married,1,Rented,High
40,Male,54024,High School Diploma,Single,0,Rented,Average
25,Female,97952,Master's Degree,Married,0,Owned,Average
45,Male,71059,Associate's Degree,Married,2,Owned,Average
30,Male,70204,Bachelor's Degree,Single,0,Owned,Average
50,Female,141091,Master's Degree,Married,0,Rented,High
25,Female,84468,Bachelor's Degree,Single,0,Owned,Average
40,Male,67501,Associate's Degree,Married,3,Rented,Average
40,Female,77478,High School Diploma,Married,0,Rented,Average
25,Male,130142,Master's Degree,Married,2,Owned,High
50,Male,78643,Associate's Degree,Married,0,Owned,Average
35,Female,74446,High School Diploma,Married,0,Rented,Average
30,Female,76301,High School Diploma,Married,0,Rented,Average
40,Female,147422,Master's Degree,Single,0,Rented,High
50,Female,158170,Doctorate,Married,2,Rented,High
35,Male,157042,Master's Degree,Married,1,Owned,High
35,Male,102568,Bachelor's Degree,Married,2,Owned,High
35,Male,86466,High School Diploma,Married,3,Rented,Average
35,Male,40022,High School Diploma,Married,1,Owned,Low
45,Female,60283,High School Diploma,Married,3,Owned,Average
25,Male,117966,Master's Degree,Married,0,Owned,High
40,Male,132627,Bachelor's Degree,Married,0,Owned,High
30,Male,107674,Bachelor's Degree,Married,3,Rented,High
45,Female,146645,Master's Degree,Married,1,Rented,High
35,Male,39511,High School Diploma,Married,1,Owned,Low
30,Female,157925,Doctorate,Single,0,Rented,High
50,Female,76454,High School Diploma,Single,0,Owned,Average
45,Male,169423,Master's Degree,Married,1,Owned,High
45,Male,153964,Master's Degree,Married,0,Owned,High
53,Male,187150,Doctorate,Single,0,Rented,High
25,Female,75319,Associate's Degree,Single,0,Owned,Average
53,Female,102336,High School Diploma,Married,0,Rented,High
30,Male,78300,Associate's Degree,Single,0,Owned,Average
45,Male,181874,Master's Degree,Married,3,Rented,High
25,Female,93899,Doctorate,Single,0,Rented,Average
30,Male,108688,Doctorate,Single,0,Rented,High
50,Female,153155,Master's Degree,Single,0,Owned,High
45,Female,102212,Associate's Degree,Married,0,Owned,High
30,Male,88320,Associate's Degree,Single,0,Rented,Average
35,Female,64264,Associate's Degree,Married,2,Owned,Average
40,Female,68852,Associate's Degree,Married,1,Rented,Average
25,Male,67652,Associate's Degree,Single,0,Owned,Average
50,Female,215624,Master's Degree,Single,0,Owned,High
40,Female,108796,Master's Degree,Married,3,Rented,High
53,Male,63499,High School Diploma,Married,2,Owned,Average
35,Male,65793,High School Diploma,Single,0,Rented,Average
53,Female,54045,High School Diploma,Single,0,Owned,Average
45,Female,92199,Bachelor's Degree,Married,3,Owned,Average
30,Female,113052,Doctorate,Married,0,Owned,High
50,Female,200809,Master's Degree,Single,0,Rented,High
50,Male,212481,Master's Degree,Married,2,Rented,High
40,Male,70678,Associate's Degree,Married,0,Rented,Average
35,Male,124200,Bachelor's Degree,Single,0,Rented,High
40,Male,126572,Master's Degree,Single,0,Rented,High
25,Female,87127,Associate's Degree,Single,0,Owned,Average
50,Male,95677,Associate's Degree,Married,1,Owned,Average
40,Female,111380,Bachelor's Degree,Married,0,Rented,High
40,Female,109738,Associate's Degree,Married,3,Rented,High
25,Male,41246,Associate's Degree,Married,2,Rented,Low
35,Male,41059,High School Diploma,Married,0,Owned,Low
40,Female,143202,Bachelor's Degree,Married,2,Owned,High
45,Male,177092,Doctorate,Married,2,Rented,High
45,Male,219460,Doctorate,Married,0,Rented,High
40,Female,140217,Bachelor's Degree,Single,0,Rented,High
30,Male,86883,Bachelor's Degree,Married,2,Owned,Average
35,Male,131162,Bachelor's Degree,Single,0,Owned,High
35,Male,128264,Master's Degree,Married,3,Owned,High
30,Male,184144,Doctorate,Married,0,Rented,High
45,Male,109370,Associate's Degree,Single,0,Owned,High
30,Female,83141,Bachelor's Degree,Married,3,Rented,Average
35,Male,135500,Bachelor's Degree,Married,2,Rented,High
45,Female,154432,Master's Degree,Married,0,Rented,High
25,Female,133354,Doctorate,Married,2,Owned,High
30,Male,85914,Bachelor's Degree,Married,2,Rented,Average
35,Male,64197,Associate's Degree,Married,3,Rented,Average
50,Female,41457,High School Diploma,Single,0,Owned,Low
35,Female,146839,Master's Degree,Married,0,Owned,High
45,Male,180937,Doctorate,Married,2,Rented,High
50,Female,238781,Doctorate,Married,2,Rented,High
50,Female,207854,Master's Degree,Single,0,Rented,High
30,Male,76565,High School Diploma,Single,0,Owned,Average
45,Female,236329,Doctorate,Married,2,Rented,High
40,Female,127238,Bachelor's Degree,Single,0,Rented,High
40,Male,164236,Master's Degree,Single,0,Rented,High
40,Female,150900,Bachelor's Degree,Married,3,Rented,High
35,Male,143412,Master's Degree,Married,0,Owned,High
35,Female,140143,Master's Degree,Married,3,Owned,High
45,Female,54293,High School Diploma,Married,3,Owned,Average
40,Female,119686,Master's Degree,Married,0,Owned,High
40,Female,57118,High School Diploma,Married,3,Rented,Average
25,Female,85555,Master's Degree,Married,0,Owned,Average
40,Male,82148,High School Diploma,Married,1,Rented,Average
35,Male,71107,Bachelor's Degree,Single,0,Owned,Average
25,Female,40672,Associate's Degree,Married,2,Owned,Low
45,Male,134073,Doctorate,Married,0,Owned,High
35,Female,78448,Associate's Degree,Married,0,Owned,Average
30,Male,98237,Associate's Degree,Married,2,Rented,Average
40,Female,181840,Master's Degree,Married,0,Owned,High
45,Male,110717,Bachelor's Degree,Married,2,Owned,High
25,Male,74165,Bachelor's Degree,Married,0,Owned,Average
25,Male,113683,Master's Degree,Single,0,Rented,High
25,Male,82890,Bachelor's Degree,Single,0,Rented,Average
30,Male,148352,Master's Degree,Married,3,Owned,High
45,Female,164085,Master's Degree,Single,0,Owned,High
30,Female,135084,Master's Degree,Married,3,Owned,High
25,Male,80319,Master's Degree,Married,1,Rented,Average
45,Male,112990,Associate's Degree,Married,1,Rented,High
45,Male,95024,Bachelor's Degree,Married,1,Owned,Average
35,Male,166746,Master's Degree,Married,3,Rented,High
35,Male,125235,Doctorate,Single,0,Owned,High
30,Female,127841,Master's Degree,Single,0,Owned,High
